CODIGO_CATEGORIA|NOMBRE_CATEGORIA|CODIGO_AGRUPACION|NOMBRE_AGRUPACION|CODIGO_LISTA|NOMBRE_LISTA
001002135000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lezama|02-503|FRENTE DE TODOS|001002135000000.02-503.2.001002135000000.02-503|CELESTE Y BLANCA - 2 - Carlos Racciatti
001002135000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lezama|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002135000000.133.A.001002135000000.133|UNIDAD - Pamela Marruedo
001002135000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lezama|137|CONSENSO FEDERAL|001002135000000.137.A.001002135000000.137|HAY CONSENSO - Maria Erramuspe
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|135|JUNTOS POR EL CAMBIO|001002062000000.135.1A.001002062000000.135|1A - AMARILLO - Nestor Grindetti
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|02-503|FRENTE DE TODOS|001002062000000.02-503.4.001002062000000.02-503|CELESTE Y BLANCA - 4 - Balladares Agustin
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|02-503|FRENTE DE TODOS|001002062000000.02-503.6.001002062000000.02-503|CELESTE Y BLANCA - 6 - Víctor De Gennaro
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|02-503|FRENTE DE TODOS|001002062000000.02-503.8.001002062000000.02-503|CELESTE Y BLANCA - 8 - Veronica Dell Anna
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|02-503|FRENTE DE TODOS|001002062000000.02-503.2.001002062000000.02-503|CELESTE Y BLANCA - 2 - Edgardo Depetri
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|02-816|PARTIDO DIGNIDAD POPULAR|001002062000000.02-816.1A.001002062000000.02-816|POR LA VIDA - Hector Rusciano
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|02-1911|FRENTE NOS|001002062000000.02-1911.A.001002062000000.02-1911|LINEA ÚNICA - Miriam Lopez
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002062000000.133.A.001002062000000.133|UNIDAD - Claudia Vercellino
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|137|CONSENSO FEDERAL|001002062000000.137.A.001002062000000.137|HAY CONSENSO - Hernan Lakota
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|137|CONSENSO FEDERAL|001002062000000.137.C.001002062000000.137|CONSENSO FEDERAL 2030 - Walter Taconi
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|79|PARTIDO RENOVADOR FEDERAL|001002062000000.79.A.001002062000000.79|SOMOS RENOVADORES - Matias Molina
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002062000000.02-276.1A.001002062000000.02-276|UNIDAD DE LA IZQUIERDA - Adrian Borenstein
001002062000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus|02-309|MOVIMIENTO ORGANIZACION DEMOCRATICA|001002062000000.02-309.A.001002062000000.02-309|AZUL Y BLANCO - Renee Cotelo
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|135|JUNTOS POR EL CAMBIO|001002063000000.135.1A.001002063000000.135|1A - AMARILLO - Julio Garro
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-503|FRENTE DE TODOS|001002063000000.02-503.10.001002063000000.02-503|CELESTE Y BLANCA - 10 - Federico Martelli
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-503|FRENTE DE TODOS|001002063000000.02-503.12.001002063000000.02-503|CELESTE Y BLANCA - 12 - Guillermo Escudero
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-503|FRENTE DE TODOS|001002063000000.02-503.4.001002063000000.02-503|CELESTE Y BLANCA - 4 - Saintout Florencia
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-503|FRENTE DE TODOS|001002063000000.02-503.6.001002063000000.02-503|CELESTE Y BLANCA - 6 - Luis Arias
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-503|FRENTE DE TODOS|001002063000000.02-503.8.001002063000000.02-503|CELESTE Y BLANCA - 8 - Victoria Tolosa
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-816|PARTIDO DIGNIDAD POPULAR|001002063000000.02-816.1A.001002063000000.02-816|POR LA VIDA - Santiago Blas
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-207|PARTIDO HUMANISTA|001002063000000.02-207.A.001002063000000.02-207|NARANJA - Jesica Muchenik
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-756|ALTERNATIVA VECINAL PLATENSE|001002063000000.02-756.A.001002063000000.02-756|ALTERNATIVA - Gerardo Jazmin
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-1911|FRENTE NOS|001002063000000.02-1911.A.001002063000000.02-1911|LINEA ÚNICA - Marcelo Peña
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002063000000.133.A.001002063000000.133|UNIDAD - Luana Simioni
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|137|CONSENSO FEDERAL|001002063000000.137.C.001002063000000.137|ACUERDO PROGRESISTA - Mario Crespi
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|137|CONSENSO FEDERAL|001002063000000.137.B.001002063000000.137|CONSENSO FEDERAL 2030 - Carlos Ortelli
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-865|FRENTE PATRIOTA|001002063000000.02-865.A.001002063000000.02-865|LEALTAD - Oscar Loyola
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002063000000.02-276.1A.001002063000000.02-276|UNIDAD DE LA IZQUIERDA - Eric Simonetti
001002063000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata|02-309|MOVIMIENTO ORGANIZACION DEMOCRATICA|001002063000000.02-309.A.001002063000000.02-309|AZUL Y BLANCO - Sergio Panella
001002064000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Laprida|135|JUNTOS POR EL CAMBIO|001002064000000.135.1A.001002064000000.135|1A - AMARILLO - Mauro Estrabeau
001002064000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Laprida|02-503|FRENTE DE TODOS|001002064000000.02-503.2.001002064000000.02-503|CELESTE Y BLANCA - 2 - Pablo Torres
001002065000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Las Flores|135|JUNTOS POR EL CAMBIO|001002065000000.135.1A.001002065000000.135|1A - AMARILLO - Federico Alejandro
001002065000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Las Flores|02-503|FRENTE DE TODOS|001002065000000.02-503.2.001002065000000.02-503|CELESTE Y BLANCA - 2 - Alberto Gelene
001002065000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Las Flores|02-503|FRENTE DE TODOS|001002065000000.02-503.6.001002065000000.02-503|CELESTE Y BLANCA - 6 - Federico Bugatti
001002065000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Las Flores|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002065000000.133.A.001002065000000.133|UNIDAD - Cesar Raineri
001002065000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Las Flores|137|CONSENSO FEDERAL|001002065000000.137.A.001002065000000.137|HAY CONSENSO - Mario Elgue
001002065000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Las Flores|137|CONSENSO FEDERAL|001002065000000.137.B.001002065000000.137|CONSENSO ROJO Y BLANCO - Norma Vitagliano
001002066000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Leandro N. Alem|135|JUNTOS POR EL CAMBIO|001002066000000.135.1A.001002066000000.135|1A - AMARILLO - Natalia Quintana
001002066000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Leandro N. Alem|02-503|FRENTE DE TODOS|001002066000000.02-503.2.001002066000000.02-503|CELESTE Y BLANCA - 2 - Carlos Ferraris
001002066000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Leandro N. Alem|02-1911|FRENTE NOS|001002066000000.02-1911.A.001002066000000.02-1911|LINEA ÚNICA - Susana Gerbaudo
001002066000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Leandro N. Alem|137|CONSENSO FEDERAL|001002066000000.137.A.001002066000000.137|HAY CONSENSO - Javier Dall Asta
001002067000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln|135|JUNTOS POR EL CAMBIO|001002067000000.135.2A.001002067000000.135|2A - AMARILLO - Ricardo Santimaria
001002067000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln|135|JUNTOS POR EL CAMBIO|001002067000000.135.1A.001002067000000.135|1A - AMARILLO - Salvador Serenal
001002067000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln|135|JUNTOS POR EL CAMBIO|001002067000000.135.4A.001002067000000.135|4A - FUCCIA - Gerardo González
001002067000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln|02-503|FRENTE DE TODOS|001002067000000.02-503.2.001002067000000.02-503|CELESTE Y BLANCA - 2 - Luis Siri
001002067000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln|02-816|PARTIDO DIGNIDAD POPULAR|001002067000000.02-816.1A.001002067000000.02-816|POR LA VIDA - Juan Almada
001002067000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln|02-1911|FRENTE NOS|001002067000000.02-1911.A.001002067000000.02-1911|LINEA ÚNICA - Susana Benitez
001002067000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln|137|CONSENSO FEDERAL|001002067000000.137.A.001002067000000.137|HAY CONSENSO - Walter Salazar
001002067000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln|137|CONSENSO FEDERAL|001002067000000.137.B.001002067000000.137|CONSENSO ROJO Y BLANCO - Alejandro Rebollini
001002068000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Loberia|135|JUNTOS POR EL CAMBIO|001002068000000.135.1A.001002068000000.135|1A - AMARILLO - Juan Fioramonti
001002068000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Loberia|02-503|FRENTE DE TODOS|001002068000000.02-503.12.001002068000000.02-503|CELESTE Y BLANCA - 12 - Carlos Rodriguez
001002068000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Loberia|02-503|FRENTE DE TODOS|001002068000000.02-503.4.001002068000000.02-503|CELESTE Y BLANCA - 4 - Juan Cappelli
001002068000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Loberia|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002068000000.133.A.001002068000000.133|UNIDAD - Nestor Barrionuevo
001002069000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos|135|JUNTOS POR EL CAMBIO|001002069000000.135.1A.001002069000000.135|1A - AMARILLO - Jorge Etcheverry
001002069000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos|02-503|FRENTE DE TODOS|001002069000000.02-503.4.001002069000000.02-503|CELESTE Y BLANCA - 4 - Sobrero Tacho
001002069000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos|02-503|FRENTE DE TODOS|001002069000000.02-503.12.001002069000000.02-503|CELESTE Y BLANCA - 12 - Fabian Volpe
001002069000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos|02-868|AGRUPACION MUNICIPAL PRIMERO LOBOS|001002069000000.02-868.A.001002069000000.02-868|PRIMERO LOBOS - Daniel Paskvan
001002069000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos|02-1911|FRENTE NOS|001002069000000.02-1911.A.001002069000000.02-1911|LINEA ÚNICA - Julio Duarte
001002069000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002069000000.133.A.001002069000000.133|UNIDAD - Agustin Palazesi
001002069000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos|137|CONSENSO FEDERAL|001002069000000.137.A.001002069000000.137|HAY CONSENSO - Jose Marro
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|135|JUNTOS POR EL CAMBIO|001002070000000.135.1A.001002070000000.135|1A - AMARILLO - Mercuri Gabriel
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|02-503|FRENTE DE TODOS|001002070000000.02-503.14.001002070000000.02-503|CELESTE Y BLANCA - 14 - Juan Viñales
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|02-503|FRENTE DE TODOS|001002070000000.02-503.2.001002070000000.02-503|CELESTE Y BLANCA - 2 - Martin Insaurralde
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|02-816|PARTIDO DIGNIDAD POPULAR|001002070000000.02-816.1A.001002070000000.02-816|POR LA VIDA - Daniel Araujo
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|02-816|PARTIDO DIGNIDAD POPULAR|001002070000000.02-816.3C.001002070000000.02-816|ACCIÓN VECINAL - Marcelo Sanchez
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|02-207|PARTIDO HUMANISTA|001002070000000.02-207.A.001002070000000.02-207|NARANJA - Ana Giovinazzo
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|02-1911|FRENTE NOS|001002070000000.02-1911.A.001002070000000.02-1911|LINEA ÚNICA - Manuel Aguilar
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002070000000.133.A.001002070000000.133|UNIDAD - Miguel Pallarols
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|137|CONSENSO FEDERAL|001002070000000.137.C.001002070000000.137|GENTE PROGRESISTA - Eduardo Amalvy
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|79|PARTIDO RENOVADOR FEDERAL|001002070000000.79.A.001002070000000.79|SOMOS RENOVADORES - Jose Coba
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002070000000.02-276.1A.001002070000000.02-276|UNIDAD DE LA IZQUIERDA - Patricia Fanjul
001002070000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora|02-309|MOVIMIENTO ORGANIZACION DEMOCRATICA|001002070000000.02-309.A.001002070000000.02-309|AZUL Y BLANCO - Roberto Torres
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|135|JUNTOS POR EL CAMBIO|001002071000000.135.3A.001002071000000.135|3A - ROJO - Fernando Casset
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|135|JUNTOS POR EL CAMBIO|001002071000000.135.1A.001002071000000.135|1A - AMARILLO - Ana Sallaberry
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|02-503|FRENTE DE TODOS|001002071000000.02-503.8.001002071000000.02-503|CELESTE Y BLANCA - 8 - Silvio Martini
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|02-503|FRENTE DE TODOS|001002071000000.02-503.4.001002071000000.02-503|CELESTE Y BLANCA - 4 - Miguel Prince
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|02-503|FRENTE DE TODOS|001002071000000.02-503.6.001002071000000.02-503|CELESTE Y BLANCA - 6 - Boto Leo
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|02-244|PARTIDO LEALTAD Y DIGNIDAD DE LA PROVINCIA DE BUENOS AIRES|001002071000000.02-244.A.001002071000000.02-244|LEALTAD - Juan Sica
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002071000000.133.A.001002071000000.133|UNIDAD - Daniela Cooper
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|137|CONSENSO FEDERAL|001002071000000.137.A.001002071000000.137|HAY CONSENSO - Marcelo Musso
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|137|CONSENSO FEDERAL|001002071000000.137.B.001002071000000.137|SOCIALISTAS - Ariel Giacoia
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|79|PARTIDO RENOVADOR FEDERAL|001002071000000.79.A.001002071000000.79|SOMOS RENOVADORES - Adriana Rodriguez
001002071000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan|02-884|SOMOS LUJAN|001002071000000.02-884.A.001002071000000.02-884|SOMOS VECINOS - Juan Juarez
001002072000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Magdalena|135|JUNTOS POR EL CAMBIO|001002072000000.135.1A.001002072000000.135|1A - AMARILLO - Gonzalo Peluso
001002072000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Magdalena|02-503|FRENTE DE TODOS|001002072000000.02-503.2.001002072000000.02-503|CELESTE Y BLANCA - 2 - Patricia Añaños
001002072000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Magdalena|137|CONSENSO FEDERAL|001002072000000.137.A.001002072000000.137|HAY CONSENSO - Felix Perez
001002073000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Maipu|135|JUNTOS POR EL CAMBIO|001002073000000.135.1A.001002073000000.135|1A - AMARILLO - Matias Rappallini
001002073000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Maipu|02-503|FRENTE DE TODOS|001002073000000.02-503.2.001002073000000.02-503|CELESTE Y BLANCA - 2 - Carlos Coudannes
001002074000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mar Chiquita|135|JUNTOS POR EL CAMBIO|001002074000000.135.1A.001002074000000.135|1A - AMARILLO - Carlos Ronda
001002074000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mar Chiquita|02-503|FRENTE DE TODOS|001002074000000.02-503.14.001002074000000.02-503|CELESTE Y BLANCA - 14 - Susana Gomez
001002074000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mar Chiquita|02-503|FRENTE DE TODOS|001002074000000.02-503.12.001002074000000.02-503|CELESTE Y BLANCA - 12 - Luis Cordoba
001002074000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mar Chiquita|02-503|FRENTE DE TODOS|001002074000000.02-503.6.001002074000000.02-503|CELESTE Y BLANCA - 6 - Marcelo Sosa
